year,province,career_path_name,earnedIncome,prov_tax_amt,fed_tax_amt,tax_amt,current_endevor,afterTaxIncome,afterTaxAndCostsIncome,amtSavedThisYear,expenditureBias,Housing,Food,Transportation,educationCost,totalLivingCosts,contributions,investment_low,investment_avg,investment_high,investment_developTradingBot,yrs_Programming & Software Development,yrs_Version Control (Git),yrs_System Design & Architecture,yrs_Agile & DevOps Practices,yrs_Network Security,yrs_Security Monitoring & SIEM,yrs_Incident Response,yrs_Threat Analysis & Intelligence,yrs_Vulnerability Assessment,yrs_IT Consulting & Client Engagement,yrs_Business Process Analysis,yrs_Project Management,yrs_Enterprise Systems & ERP,yrs_PLC & Control System Programming,yrs_Instrumentation Calibration & Maintenance,yrs_Process Control & SCADA,yrs_Electrical Systems & Wiring,yrs_Industrial Cybersecurity,yrs_OT/IT Network Integration,yrs_Risk Assessment & Compliance (OT)
2039,Alberta,I&C to Cybersecurity,164059.09455529306,15377.911346635166,32413.894584376198,47791.80593101136,Instrumentation & Control Tech (Red Seal),116267.2886242817,49744.114300282425,49744.114300282425,0.0,38510.858831534446,15723.041598996388,12289.273893468442,0.0,66523.17432399928,49744.114300282425,360247.3905741814,422412.6386681268,498451.2056768198,848584.5730822579,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,3,0,3
2040,Alberta,I&C to Cybersecurity,171523.78335755886,16273.674002907062,34354.7136729653,50628.38767587236,Instrumentation & Control Tech (Red Seal),120895.3956816865,51357.73002619395,51357.73002619395,0.0,40628.95606726884,16226.178930164271,12682.530658059432,0.0,69537.66565549254,51357.73002619395,429617.49012908444,516011.6325611334,624576.6165545366,1154517.6750331293,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,3,0,3
2041,Alberta,I&C to Cybersecurity,179328.11550032778,17210.193860039333,36383.84003008522,53594.033890124556,Instrumentation & Control Tech (Red Seal),125734.08161020323,53036.74466418775,53036.74466418775,0.0,42863.54865096862,16745.41665592953,13088.371639117333,0.0,72697.33694601548,53036.74466418775,504135.10929972643,620649.5404814346,771299.8537019049,1553909.722207256,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,3,0,3
2042,Alberta,I&C to Cybersecurity,187487.54475559265,18213.090818227043,38686.717979121866,56899.80879734891,Instrumentation & Control Tech (Red Seal),130587.73595824375,54578.2226109835,54578.2226109835,0.0,45221.04382677189,17281.269988919274,13507.199531569087,0.0,76009.51334726025,54578.2226109835,583920.0873756963,737292.7171405616,941573.054368174,2074660.8614804163,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,3,0,3
2043,Alberta,I&C to Cybersecurity,196018.22804197212,19322.079645456375,41160.61613217191,60482.69577762829,Instrumentation & Control Tech (Red Seal),135535.53226434384,56053.63048195551,56053.63048195551,0.0,47708.20123724434,17834.270628564693,13939.429916579298,0.0,79481.90178238833,56053.63048195551,669169.7222264366,867075.6193365733,1138862.6430053557,2753112.7504064967,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,3,0,3
2044,Alberta,I&C to Cybersecurity,204937.05741788185,20481.52746432464,43747.07665118574,64228.604115510374,Instrumentation & Control Tech (Red Seal),140708.4533023715,57585.84203449011,57585.84203449011,0.0,50332.15230529279,18404.96728867876,14385.491673909835,0.0,83122.61126788138,57585.84203449011,760214.0503722485,1011369.0233047208,1367277.881490649,3636632.417562936,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,3,0,3
2045,Alberta,I&C to Cybersecurity,237571.0304572593,24723.94395944371,53210.9288326052,77934.8727920489,Industrial Cybersecurity Analyst,159636.1576652104,72695.98333373507,72695.98333373507,0.0,53100.42068208389,18993.926241916484,14845.827407474953,0.0,86940.17433147533,72695.98333373507,870920.736224596,1185201.908968928,1645065.5470479813,4800318.126165552,0,0,0,0,1,1,0,0,0,0,0,0,0,20,19,20,19,4,1,4
2046,Alberta,I&C to Cybersecurity,249592.12459839662,26314.47744377553,56697.04613353502,83011.52357731055,Industrial Cybersecurity Analyst,166580.60102108607,75637.03143531561,75637.03143531561,0.0,56020.943819598484,19601.73188165781,15320.893884514153,0.0,90943.56958577046,75637.03143531561,990103.8044711415,1379359.1313011367,1967462.4105404941,6316050.595450534,0,0,0,0,2,2,0,0,0,0,0,0,0,21,19,21,19,5,2,5
2047,Alberta,I&C to Cybersecurity,262221.4861030755,28082.588054430573,60509.14041401492,88591.7284684455,Industrial Cybersecurity Analyst,173629.75763463002,78487.51211426416,78487.51211426416,0.0,59102.095729676395,20228.98730187086,15811.162488818603,0.0,95142.24552036586,78487.51211426416,1118096.506808963,1595782.5565455146,2341069.2842358323,8289353.286199958,0,0,0,0,3,3,0,0,0,0,0,0,0,22,19,22,19,6,3,6
2048,Alberta,I&C to Cybersecurity,275489.89329989115,29940.165061984764,64887.71478896408,94827.87985094884,Industrial Cybersecurity Analyst,180662.0134489423,81115.86787014217,81115.86787014217,0.0,62352.7109948086,20876.31489553073,16317.1196884608,0.0,99546.14557880013,81115.86787014217,1255117.2000195533,1836476.6800702084,2773345.5447413493,10857275.139930088,0,0,0,0,4,4,0,0,0,0,0,0,0,23,19,23,19,7,4,7
2049,Alberta,I&C to Cybersecurity,289429.6819008656,31891.735466121183,69487.84502728564,101379.58049340683,Industrial Cybersecurity Analyst,188050.10140745874,83884.3668172564,83884.3668172564,0.0,65782.11009952307,21544.356972187717,16839.26751849155,0.0,104165.73459020234,83884.3668172564,1401757.4268377875,2104008.7148944857,3273231.7432698077,14198342.04872637,0,0,0,0,5,5,0,0,0,0,0,0,0,24,19,24,19,8,5,8
2050,Alberta,I&C to Cybersecurity,304074.8238050494,33942.05533270692,74320.7418556663,108262.79718837322,Industrial Cybersecurity Analyst,195812.0266166762,86799.99998729835,86799.99998729835,0.0,69400.12615499683,22233.776395297726,17378.124079083278,0.0,109012.02662937784,86799.99998729835,1558645.2981669754,2401209.5863712328,3851016.5047475765,18544644.66333158,0,0,0,0,6,6,0,0,0,0,0,0,0,25,19,25,19,9,6,9
2051,Alberta,I&C to Cybersecurity,319461.00988958485,36096.12138454188,79398.183263563,115494.30464810488,Industrial Cybersecurity Analyst,203966.70524147997,89870.0908583971,89870.0908583971,0.0,73217.13309352167,22945.257239947252,17934.224049613942,0.0,114096.61438308287,89870.0908583971,1726447.6539337214,2731200.6358667533,4518539.0713181095,24197908.15318945,0,0,0,0,7,7,0,0,0,0,0,0,0,26,19,26,19,10,7,10
2052,Alberta,I&C to Cybersecurity,335625.73698999785,38359.183178599706,84732.5432066993,123091.726385299,Industrial Cybersecurity Analyst,212534.01060469885,93102.31050020637,93102.31050020637,0.0,77244.07541366534,23679.50547162556,18508.119219201588,0.0,119431.70010449248,93102.31050020637,1905872.3471306139,3097423.0099536353,5289422.242516032,31550382.909646492,0,0,0,0,8,8,0,0,0,0,0,0,0,27,19,27,19,11,8,11
2053,Alberta,I&C to Cybersecurity,352608.39928169176,40736.75589943685,90336.82176295828,131073.57766239514,Industrial Cybersecurity Analyst,221534.82161929662,96504.69337694606,96504.69337694606,0.0,81492.49956141693,24437.249646717584,19100.379034216043,0.0,125030.12824235056,96504.69337694606,2097670.657864091,3503670.0043259454,6179340.272270383,41112002.475917384,0,0,0,0,9,9,0,0,0,0,0,0,0,28,19,28,19,12,9,12
2054,Alberta,I&C to Cybersecurity,370450.3842853453,43236.9376428018,96224.67681416396,139461.61445696576,Industrial Cybersecurity Analyst,230988.76982837956,100083.3499923612,100083.3499923612,0.0,85974.58703729487,25219.241635412545,19711.591163310954,0.0,130905.41983601837,100083.3499923612,2302637.540749657,3954120.3547509015,7206324.663103301,53545686.568684965,0,0,0,0,10,10,0,0,0,0,0,0,0,29,19,29,19,13,10,13
2055,Alberta,I&C to Cybersecurity,389195.1737301838,46048.65605952757,102410.45733096066,148459.11339048823,Industrial Cybersecurity Analyst,240736.06033969557,103664.25156706685,103664.25156706685,0.0,90703.18932434608,26026.257367745748,20342.362080536906,0.0,137071.80877262872,103664.25156706685,2521433.6693542064,4453196.641793058,8390937.614135863,69713056.79085752,0,0,0,0,11,11,0,0,0,0,0,0,0,30,19,30,19,14,11,14
2056,Alberta,I&C to Cybersecurity,408888.4495209311,49002.64742813967,108909.23834190727,157911.88577004694,Industrial Cybersecurity Analyst,250976.56375088418,107432.28374307137,107432.28374307137,0.0,95691.8647371851,26859.097603513612,20993.31766711409,0.0,143544.2800078128,107432.28374307137,2754937.636564988,5005948.589715436,9757010.539999314,90734406.11185785,0,0,0,0,12,12,0,0,0,0,0,0,0,31,19,31,19,15,12,15
2057,Alberta,I&C to Cybersecurity,429578.2050666902,52106.11076000354,115736.85767200778,167842.96843201132,Industrial Cybersecurity Analyst,261735.2366346789,111396.62677766086,111396.62677766086,0.0,100954.91729773028,27718.588726826045,21665.103832461737,0.0,150338.60985701805,111396.62677766086,3004081.1451708986,5617940.075464641,11331958.74777687,118066124.57219286,0,0,0,0,13,13,0,0,0,0,0,0,0,32,19,32,19,16,13,16
2058,Alberta,I&C to Cybersecurity,451314.86224306474,55366.60933645972,122909.95454021136,178276.56387667108,Industrial Cybersecurity Analyst,273038.29836639366,115566.88989610324,115566.88989610324,0.0,106507.43774910542,28605.58356608448,22358.387155100514,0.0,157471.40847029042,115566.88989610324,3269852.092325547,6295300.972907209,13147319.449839503,153601528.83374682,0,0,0,0,14,14,0,0,0,0,0,0,0,33,19,33,19,17,14,17
2059,Alberta,I&C to Cybersecurity,474151.3942725638,58792.08914088458,130446.01010994606,189238.09925083065,Industrial Cybersecurity Analyst,284913.29502173315,119953.13041216403,119953.13041216403,0.0,112365.34682530622,29520.962240199184,23073.85554406373,0.0,164960.16460956912,119953.13041216403,3553297.8273539883,7044784.200610095,15239370.49772759,199801940.61428303,0,0,0,0,15,15,0,0,0,0,0,0,0,34,19,34,19,18,15,18
2060,Alberta,I&C to Cybersecurity,498143.45482275554,62390.89822341333,138363.39009150933,200754.28831492265,Industrial Cybersecurity Analyst,297389.1665078329,124565.87365377549,124565.87365377549,0.0,118545.44090069806,30465.63303188556,23812.21892147377,0.0,172823.2928540574,124565.87365377549,3855528.5923754633,7873828.49432488,17649841.946040504,259867088.67222172,0,0,0,0,16,16,0,0,0,0,0,0,0,35,19,35,19,19,16,19
2061,Alberta,I&C to Cybersecurity,523349.5136367869,66171.80704551804,146681.3895001397,212853.19654565773,Industrial Cybersecurity Analyst,310496.31709112914,129416.13372502587,129416.13372502587,0.0,125065.44015023645,31440.5332889059,24574.20992696093,0.0,181080.18336610327,129416.13372502587,4177721.1557192625,8790627.477482395,20426734.371671602,337956631.4076133,0,0,0,0,17,17,0,0,0,0,0,0,0,36,19,36,19,20,17,20
2062,Alberta,I&C to Cybersecurity,549830.9990268083,70144.02985402125,155420.27967884677,225564.30953286804,Industrial Cybersecurity Analyst,324266.68949394027,134515.43513666626,134515.43513666626,0.0,131944.03935849943,32446.63035415089,25360.584644623683,0.0,189751.254357274,134515.43513666626,4521122.648641893,9804205.660367303,23625259.962559007,439478136.26503396,0,0,0,0,18,18,0,0,0,0,0,0,0,37,19,37,19,21,18,21
2063,Alberta,I&C to Cybersecurity,577652.4475775649,74317.24713663473,164601.3577005964,238918.6048372311,Industrial Cybersecurity Analyst,338733.84274033376,139875.8353383815,139875.8353383815,0.0,139200.9615232169,33484.92252548372,26172.12335325164,0.0,198858.00740195226,139875.8353383815,4887054.616412369,10924502.061742416,27308924.792281236,571461452.9798825,0,0,0,0,19,19,0,0,0,0,0,0,0,38,19,38,19,22,19,22
2064,Alberta,I&C to Cybersecurity,606881.6614249896,78701.62921374844,174246.99827024655,252948.627483995,Industrial Cybersecurity Analyst,353933.0339409946,145509.94818714587,145509.94818714587,0.0,146857.01440699384,34556.4400462992,27009.631300555695,0.0,208423.08575384872,145509.94818714587,5276917.295420133,12162462.216103805,31550773.459310565,743045398.8220344,0,0,0,0,20,20,0,0,0,0,0,0,0,39,19,39,19,23,20,23
2065,Alberta,I&C to Cybersecurity,637589.873493094,83307.8610239641,184380.70825272103,267688.5692766851,Industrial Cybersecurity Analyst,369901.30421640887,151430.96838707617,151430.96838707617,0.0,154934.15019937846,35662.246127780774,27873.939502173478,0.0,218470.3358293327,151430.96838707617,5692194.128578216,13530139.406101264,36434820.44659422,966110449.4370319,0,0,0,0,21,21,0,0,0,0,0,0,0,40,19,40,19,24,21,24
2066,Alberta,I&C to Cybersecurity,669851.9210918446,88147.16816377669,195027.18396030873,283174.3521240854,Industrial Cybersecurity Analyst,386677.56896775914,157652.69693730207,157652.69693730207,0.0,163455.5284603443,36803.438003869756,28765.905566243026,0.0,229024.87203045707,157652.69693730207,6134456.531944429,15040806.043648694,42057696.210520655,1256101236.9650788,0,0,0,0,22,22,0,0,0,0,0,0,0,41,19,41,19,25,22,25
2067,Alberta,I&C to Cybersecurity,703746.4282990919,93231.34424486378,206212.37133870035,299443.71558356413,Industrial Cybersecurity Analyst,404302.71271552774,164189.56762550812,164189.56762550812,0.0,172445.58252566322,37981.14801999359,29686.414544362804,0.0,240113.14509001962,164189.56762550812,6605368.926167158,16709076.215639072,48530540.209724255,1633095797.6222281,0,0,0,0,23,23,0,0,0,0,0,0,0,42,19,42,19,26,23,26
2068,Alberta,I&C to Cybersecurity,739355.997571026,98572.77963565389,217963.52919843857,316536.30883409246,Industrial Cybersecurity Analyst,422819.6887369335,171056.674605943,171056.674605943,0.0,181930.0895645747,39196.54475663339,30636.37980978242,0.0,251763.01413099052,171056.674605943,7106694.04708146,18551040.511808924,55981177.91578883,2123195593.5835025,0,0,0,0,24,24,0,0,0,0,0,0,0,43,19,43,19,27,24,27
2069,Alberta,I&C to Cybersecurity,776767.4110481198,104184.49165721796,230309.29564587952,334493.7873030975,Industrial Cybersecurity Analyst,442273.6237450223,178269.8011018549,178269.8011018549,0.0,191936.24449062627,40450.83418884566,31616.74396369546,0.0,264003.8226431674,178269.8011018549,7640298.550537389,20584414.364091676,64556624.404259,2760332541.4596553,0,0,0,0,25,25,0,0,0,0,0,0,0,44,19,44,19,28,25,28
2070,Alberta,I&C to Cybersecurity,816071.8420471548,110080.15630707322,243279.75787556107,353359.9141826343,Industrial Cybersecurity Analyst,462711.92786452046,185845.44927348732,185845.44927348732,0.0,202492.7379376107,41745.26088288872,32628.47977053371,0.0,276866.47859103314,185845.44927348732,8208158.927337746,22828701.24977433,74425963.51417133,3588618149.3468256,0,0,0,0,26,26,0,0,0,0,0,0,0,45,19,45,19,29,26,29
2071,Alberta,I&C to Cybersecurity,857365.0772547406,116274.1415882111,256906.52549406444,373180.66708227556,Industrial Cybersecurity Analyst,484184.4101724651,193800.87129395385,193800.87129395385,0.0,213629.8385241793,43081.10923114116,33672.59112319079,0.0,290383.53887851123,193800.87129395385,8812367.74499859,25305372.24604572,85783658.91259097,4665397395.022167,0,0,0,0,27,27,0,0,0,0,0,0,0,46,19,46,19,30,27,30
2072,Alberta,I&C to Cybersecurity,900747.7501638306,122781.54252457459,271222.8075540641,394004.35007863864,Industrial Cybersecurity Analyst,506743.40008519194,202154.10167651222,202154.10167651222,0.0,225379.47964300914,44459.70472653768,34750.114039132895,0.0,304589.2984086797,202154.10167651222,9455140.233925031,28038063.572326805,98853361.85115612,6065218767.630494,0,0,0,0,28,28,0,0,0,0,0,0,0,47,19,47,19,31,28,31
2073,Alberta,I&C to Cybersecurity,946325.5863221204,129618.21794831807,286263.49348629976,415881.7114346178,Industrial Cybersecurity Analyst,530443.8748875025,210923.9908979559,210923.9908979559,0.0,237775.35102337462,45882.41527778688,35862.117688385144,0.0,319519.8839895466,210923.9908979559,10138821.236519238,31052793.920457445,113892290.11972748,7884995321.910541,0,0,0,0,29,29,0,0,0,0,0,0,0,48,19,48,19,32,29,32
2074,Alberta,I&C to Cybersecurity,994209.6609900196,136800.82914850293,302065.23812670645,438866.06727520935,Industrial Cybersecurity Analyst,555343.5937148102,220130.24036406045,220130.24036406045,0.0,250852.9953296602,47350.65256667607,37009.70545441348,0.0,335213.35335074976,220130.24036406045,10865892.53870926,34378203.55286725,131196263.87805066,10250714048.724068,0,0,0,0,30,30,0,0,0,0,0,0,0,49,19,49,19,33,30,33
2075,Alberta,I&C to Cybersecurity,1044516.6698361146,137669.38,303976.05,441645.43,Industrial Cybersecurity Analyst,602871.2398361147,251161.44028555875,251161.44028555875,0.0,264649.9100727915,48865.8734488097,38194.01602895471,0.0,351709.79955055594,251161.44028555875,11660348.605930282,38067185.34843953,151126864.90004382,13326179424.781572,0,0,0,0,31,31,0,0,0,0,0,0,0,50,19,50,19,34,31,34
2026,Alberta,Cybersecurity Focus with Education,44625.0,3570.0,6247.500000000001,9817.5,Masters in Cybersecurity,34807.5,-18742.5,0.0,0.0,19200.0,10440.0,8160.0,15750.0,53550.0,-18742.5,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2027,Alberta,Cybersecurity Focus with Education,44625.0,3570.0,6247.500000000001,9817.5,Masters in Cybersecurity,34807.5,-20393.699999999997,0.0,0.0,20256.0,10774.08,8421.119999999999,15750.0,55201.2,-20393.699999999997,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2
2028,Alberta,Cybersecurity Focus with Education,44625.0,3570.0,6247.500000000001,9817.5,Masters in Cybersecurity,34807.5,-22122.026399999995,0.0,0.0,21370.079999999998,11118.850559999999,8690.59584,15750.0,56929.526399999995,-22122.026399999995,0.0,0.0,0.0,0.0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3
2029,Alberta,Cybersecurity Focus with Education,28875.0,2310.0,4042.5000000000005,6352.5,PhD in Cybersecurity,22522.5,-32278.7830848,0.0,0.0,22545.4344,11474.65377792,8968.694906880002,11812.5,54801.2830848,-32278.7830848,0.0,0.0,0.0,0.0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4
2030,Alberta,Cybersecurity Focus with Education,28875.0,2310.0,4042.5000000000005,6352.5,PhD in Cybersecurity,22522.5,-34172.969134713596,0.0,0.0,23785.433291999994,11841.842698813442,9255.69314390016,11812.5,56695.469134713596,-34172.969134713596,0.0,0.0,0.0,0.0,2,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5
2031,Alberta,Cybersecurity Focus with Education,28875.0,2310.0,4042.5000000000005,6352.5,PhD in Cybersecurity,22522.5,-36156.28911274044,0.0,0.0,25093.632123059997,12220.781665175473,9551.875324504967,11812.5,58678.78911274044,-36156.28911274044,0.0,0.0,0.0,0.0,3,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,6,6,6
2032,Alberta,Cybersecurity Focus with Education,76647.71891024952,6440.771891024951,11908.787376601153,18349.559267626104,SOC Level 1 Analyst,58298.15964262342,9354.995739444916,9354.995739444916,0.0,26473.78188982829,12611.846678461088,9857.535334889126,0.0,48943.1639031785,9354.995739444916,9354.995739444916,9354.995739444916,9354.995739444916,9354.995739444916,3,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,6,6,6
2033,Alberta,Cybersecurity Focus with Education,80526.09348710814,6828.609348710814,12703.85416485717,19532.463513567986,SOC Level 1 Analyst,60993.629973540155,9875.387841993892,9875.387841993892,0.0,27929.839893768847,13015.42577217184,10172.976465605578,0.0,51118.24213154626,9875.387841993892,19698.133368411054,20165.8831553833,20633.632942355543,22036.882303272283,3,0,0,0,8,8,8,8,8,0,0,0,0,0,0,0,0,6,6,6
2034,Alberta,Cybersecurity Focus with Education,84600.7138175558,7236.071381755581,13539.15133259894,20775.22271435452,SOC Level 1 Analyst,63825.49110320129,10429.078905888862,10429.078905888862,0.0,29465.981087926128,13431.919396881343,10498.511712504956,0.0,53396.41219731243,10429.078905888862,31112.11894272047,32611.550376810494,34157.75678959773,39077.025900142835,3,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,6,6,6
2035,Alberta,Cybersecurity Focus with Education,88881.50993672413,7664.150993672414,14416.714537028449,22080.865530700863,SOC Level 1 Analyst,66800.64440602328,11017.82945337455,11017.82945337455,0.0,31086.610047762064,13861.740817581544,10834.464087305114,0.0,55782.814952648725,11017.82945337455,43685.554343231044,46890.534867866096,50299.24976141194,61817.963123560236,3,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,6,6,6
2036,Alberta,Cybersecurity Focus with Education,131058.12538880332,11881.812538880333,23833.642601088864,35715.4551399692,SOC Level 2 Analyst,95342.67024883413,37059.813186602114,37059.813186602114,0.0,32796.37360038898,14305.316523744154,11181.166938098879,0.0,58282.85706223201,37059.813186602114,82929.64524699471,88639.40154125483,94903.95041222585,117423.16524723043,4,0,0,0,11,11,11,11,11,0,0,0,0,0,0,0,0,6,6,6
